	WGD	Rate	Number of Leaves	n	Method	filename	rf	grf	quartet	Unnamed: 0
10346	lowwgd	0.025	10	18	MEDALT	data_lowwgd_0.025_10_18	3.0	0.11113431	0.07272727	7101.0
10347	lowwgd	0.025	10	18	medicc	data_lowwgd_0.025_10_18	0.0	0.0	0.0	7102.0
10348	lowwgd	0.025	10	19	euclidean_nj	data_lowwgd_0.025_10_19	4.0	0.1875726	0.1212121	7103.0
10349	lowwgd	0.025	10	19	manhattan_nj	data_lowwgd_0.025_10_19	0.0	0.0	0.0	7104.0
10350	lowwgd	0.025	10	19	euclidean_fastme	data_lowwgd_0.025_10_19	2.0	0.1449764	0.0969697	7105.0
10351	lowwgd	0.025	10	19	manhattan_fastme	data_lowwgd_0.025_10_19	2.0	0.11374843	0.04242424	7106.0
10352	lowwgd	0.025	10	19	MEDALT	data_lowwgd_0.025_10_19	5.0	0.2748437	0.1151515	7107.0
10353	lowwgd	0.025	10	19	medicc	data_lowwgd_0.025_10_19	0.0	0.0	0.0	7108.0
10354	lowwgd	0.025	10	2	euclidean_nj	data_lowwgd_0.025_10_2	4.0	0.2265459	0.1818182	7109.0
10355	lowwgd	0.025	10	2	manhattan_nj	data_lowwgd_0.025_10_2	0.0	0.0	0.0	7110.0
10356	lowwgd	0.025	10	2	euclidean_fastme	data_lowwgd_0.025_10_2	4.0	0.2265459	0.1818182	7111.0
10357	lowwgd	0.025	10	2	manhattan_fastme	data_lowwgd_0.025_10_2	0.0	0.0	0.0	7112.0
10358	lowwgd	0.025	10	2	MEDALT	data_lowwgd_0.025_10_2	2.0	0.1670131	0.0969697	7113.0
10359	lowwgd	0.025	10	2	medicc	data_lowwgd_0.025_10_2	2.0	0.12650581	0.06060606	7114.0
10360	lowwgd	0.025	10	20	euclidean_nj	data_lowwgd_0.025_10_20	4.0	0.1967349	0.1272727	7115.0
10361	lowwgd	0.025	10	20	manhattan_nj	data_lowwgd_0.025_10_20	0.0	0.0	0.0	7116.0
10362	lowwgd	0.025	10	20	euclidean_fastme	data_lowwgd_0.025_10_20	2.0	0.12224307	0.07272727	7117.0
10363	lowwgd	0.025	10	20	manhattan_fastme	data_lowwgd_0.025_10_20	0.0	0.0	0.0	7118.0
10364	lowwgd	0.025	10	20	MEDALT	data_lowwgd_0.025_10_20	5.0	0.2615875	0.1666667	7119.0
10365	lowwgd	0.025	10	20	medicc	data_lowwgd_0.025_10_20	0.0	0.0	0.0	7120.0
10366	lowwgd	0.025	10	21	euclidean_nj	data_lowwgd_0.025_10_21	2.0	0.08890461	0.02424242	7121.0
10367	lowwgd	0.025	10	21	manhattan_nj	data_lowwgd_0.025_10_21	0.0	0.0	0.0	7122.0
10368	lowwgd	0.025	10	21	euclidean_fastme	data_lowwgd_0.025_10_21	2.0	0.08890461	0.02424242	7123.0
10369	lowwgd	0.025	10	21	manhattan_fastme	data_lowwgd_0.025_10_21	2.0	0.13181042	0.09090909	7124.0
10370	lowwgd	0.025	10	21	MEDALT	data_lowwgd_0.025_10_21	5.0	0.2088428	0.1090909	7125.0
10371	lowwgd	0.025	10	21	medicc	data_lowwgd_0.025_10_21	2.0	0.08890461	0.02424242	7126.0
10372	lowwgd	0.025	10	22	euclidean_nj	data_lowwgd_0.025_10_22	4.0	0.172278	0.1515152	7127.0
10373	lowwgd	0.025	10	22	manhattan_nj	data_lowwgd_0.025_10_22	0.0	0.0	0.0	7128.0
10374	lowwgd	0.025	10	22	euclidean_fastme	data_lowwgd_0.025_10_22	2.0	0.141318	0.0969697	7129.0
10375	lowwgd	0.025	10	22	manhattan_fastme	data_lowwgd_0.025_10_22	0.0	0.0	0.0	7130.0
10376	lowwgd	0.025	10	22	MEDALT	data_lowwgd_0.025_10_22	7.0	0.3530883	0.2242424	7131.0
10377	lowwgd	0.025	10	22	medicc	data_lowwgd_0.025_10_22	0.0	0.0	0.0	7132.0
10378	lowwgd	0.025	10	23	euclidean_nj	data_lowwgd_0.025_10_23	4.0	0.2084733	0.1939394	7133.0
10379	lowwgd	0.025	10	23	manhattan_nj	data_lowwgd_0.025_10_23	2.0	0.1447766	0.1212121	7134.0
10380	lowwgd	0.025	10	23	euclidean_fastme	data_lowwgd_0.025_10_23	4.0	0.2084733	0.1939394	7135.0
10381	lowwgd	0.025	10	23	manhattan_fastme	data_lowwgd_0.025_10_23	2.0	0.1447766	0.1212121	7136.0
10382	lowwgd	0.025	10	23	MEDALT	data_lowwgd_0.025_10_23	4.0	0.2443136	0.1393939	7137.0
10383	lowwgd	0.025	10	23	medicc	data_lowwgd_0.025_10_23	0.0	0.0	0.0	7138.0
10384	lowwgd	0.025	10	24	euclidean_nj	data_lowwgd_0.025_10_24	2.0	0.09565716	0.02424242	7139.0
10385	lowwgd	0.025	10	24	manhattan_nj	data_lowwgd_0.025_10_24	0.0	0.0	0.0	7140.0
10386	lowwgd	0.025	10	24	euclidean_fastme	data_lowwgd_0.025_10_24	0.0	0.0	0.0	7141.0
10387	lowwgd	0.025	10	24	manhattan_fastme	data_lowwgd_0.025_10_24	2.0	0.11556362	0.04242424	7142.0
10388	lowwgd	0.025	10	24	MEDALT	data_lowwgd_0.025_10_24	6.0	0.3046725	0.2	7143.0
10389	lowwgd	0.025	10	24	medicc	data_lowwgd_0.025_10_24	0.0	0.0	0.0	7144.0
10390	lowwgd	0.025	10	3	euclidean_nj	data_lowwgd_0.025_10_3	2.0	0.12832394	0.09090909	7145.0
10391	lowwgd	0.025	10	3	manhattan_nj	data_lowwgd_0.025_10_3	2.0	0.12832394	0.09090909	7146.0
10392	lowwgd	0.025	10	3	euclidean_fastme	data_lowwgd_0.025_10_3	2.0	0.12832394	0.09090909	7147.0
10393	lowwgd	0.025	10	3	manhattan_fastme	data_lowwgd_0.025_10_3	2.0	0.12832394	0.09090909	7148.0
10394	lowwgd	0.025	10	3	MEDALT	data_lowwgd_0.025_10_3	7.0	0.3464989	0.2454545	7149.0
10395	lowwgd	0.025	10	3	medicc	data_lowwgd_0.025_10_3	2.0	0.12832394	0.09090909	7150.0
10396	lowwgd	0.025	10	4	euclidean_nj	data_lowwgd_0.025_10_4	0.0	0.0	0.0	7151.0
10397	lowwgd	0.025	10	4	manhattan_nj	data_lowwgd_0.025_10_4	0.0	0.0	0.0	7152.0
10398	lowwgd	0.025	10	4	euclidean_fastme	data_lowwgd_0.025_10_4	0.0	0.0	0.0	7153.0
10399	lowwgd	0.025	10	4	manhattan_fastme	data_lowwgd_0.025_10_4	0.0	0.0	0.0	7154.0
10400	lowwgd	0.025	10	4	MEDALT	data_lowwgd_0.025_10_4	2.0	0.1429466	0.06363636	7155.0
10401	lowwgd	0.025	10	4	medicc	data_lowwgd_0.025_10_4	0.0	0.0	0.0	7156.0
10402	lowwgd	0.025	10	5	euclidean_nj	data_lowwgd_0.025_10_5	4.0	0.17233246	0.07878788	7157.0
10403	lowwgd	0.025	10	5	manhattan_nj	data_lowwgd_0.025_10_5	0.0	0.0	0.0	7158.0
10404	lowwgd	0.025	10	5	euclidean_fastme	data_lowwgd_0.025_10_5	2.0	0.12348716	0.05454545	7159.0
10405	lowwgd	0.025	10	5	manhattan_fastme	data_lowwgd_0.025_10_5	0.0	0.0	0.0	7160.0
10406	lowwgd	0.025	10	5	MEDALT	data_lowwgd_0.025_10_5	4.0	0.2356673	0.1878788	7161.0
10407	lowwgd	0.025	10	5	medicc	data_lowwgd_0.025_10_5	2.0	0.09323344	0.02424242	7162.0
10408	lowwgd	0.025	10	6	euclidean_nj	data_lowwgd_0.025_10_6	4.0	0.1513582	0.1151515	7163.0
10409	lowwgd	0.025	10	6	manhattan_nj	data_lowwgd_0.025_10_6	2.0	0.09678781	0.05454545	7164.0
10410	lowwgd	0.025	10	6	euclidean_fastme	data_lowwgd_0.025_10_6	4.0	0.1513582	0.1151515	7165.0
10411	lowwgd	0.025	10	6	manhattan_fastme	data_lowwgd_0.025_10_6	2.0	0.11786383	0.05454545	7166.0
10412	lowwgd	0.025	10	6	MEDALT	data_lowwgd_0.025_10_6	2.0	0.09678781	0.05454545	7167.0
10413	lowwgd	0.025	10	6	medicc	data_lowwgd_0.025_10_6	2.0	0.09678781	0.05454545	7168.0
10414	lowwgd	0.025	10	7	euclidean_nj	data_lowwgd_0.025_10_7	0.0	0.0	0.0	7169.0
10415	lowwgd	0.025	10	7	manhattan_nj	data_lowwgd_0.025_10_7	0.0	0.0	0.0	7170.0
10416	lowwgd	0.025	10	7	euclidean_fastme	data_lowwgd_0.025_10_7	0.0	0.0	0.0	7171.0
10417	lowwgd	0.025	10	7	manhattan_fastme	data_lowwgd_0.025_10_7	2.0	0.09160831	0.02424242	7172.0
10418	lowwgd	0.025	10	7	MEDALT	data_lowwgd_0.025_10_7	1.0	0.07871767	0.05454545	7173.0
10419	lowwgd	0.025	10	7	medicc	data_lowwgd_0.025_10_7	0.0	0.0	0.0	7174.0
10420	lowwgd	0.025	10	8	euclidean_nj	data_lowwgd_0.025_10_8	0.0	0.0	0.0	7175.0
10421	lowwgd	0.025	10	8	manhattan_nj	data_lowwgd_0.025_10_8	4.0	0.1847725	0.1333333	7176.0
10422	lowwgd	0.025	10	8	euclidean_fastme	data_lowwgd_0.025_10_8	0.0	0.0	0.0	7177.0
10423	lowwgd	0.025	10	8	manhattan_fastme	data_lowwgd_0.025_10_8	4.0	0.1847725	0.1333333	7178.0
10424	lowwgd	0.025	10	8	MEDALT	data_lowwgd_0.025_10_8	6.0	0.2765198	0.1575758	7179.0
10425	lowwgd	0.025	10	8	medicc	data_lowwgd_0.025_10_8	0.0	0.0	0.0	7180.0
10426	lowwgd	0.025	10	9	euclidean_nj	data_lowwgd_0.025_10_9	2.0	0.11374843	0.04242424	7181.0
10427	lowwgd	0.025	10	9	manhattan_nj	data_lowwgd_0.025_10_9	0.0	0.0	0.0	7182.0
10428	lowwgd	0.025	10	9	euclidean_fastme	data_lowwgd_0.025_10_9	2.0	0.11374843	0.04242424	7183.0
10429	lowwgd	0.025	10	9	manhattan_fastme	data_lowwgd_0.025_10_9	0.0	0.0	0.0	7184.0
10430	lowwgd	0.025	10	9	MEDALT	data_lowwgd_0.025_10_9	1.0	0.07888358	0.06060606	7185.0
10431	lowwgd	0.025	10	9	medicc	data_lowwgd_0.025_10_9	2.0	0.09985748	0.04242424	7186.0
10432	lowwgd	0.025	15	0	euclidean_nj	data_lowwgd_0.025_15_0	6.0	0.14398221	0.05934066	7187.0
10433	lowwgd	0.025	15	0	manhattan_nj	data_lowwgd_0.025_15_0	0.0	0.0	0.0	7188.0
10434	lowwgd	0.025	15	0	euclidean_fastme	data_lowwgd_0.025_15_0	6.0	0.14398221	0.05934066	7189.0
10435	lowwgd	0.025	15	0	manhattan_fastme	data_lowwgd_0.025_15_0	0.0	0.0	0.0	7190.0
10436	lowwgd	0.025	15	0	MEDALT	data_lowwgd_0.025_15_0	8.0	0.240978	0.1291209	7191.0
10437	lowwgd	0.025	15	0	medicc	data_lowwgd_0.025_15_0	2.0	0.05347483	0.01318681	7192.0
10438	lowwgd	0.025	15	1	euclidean_nj	data_lowwgd_0.025_15_1	8.0	0.2607221	0.1137363	7193.0
10439	lowwgd	0.025	15	1	manhattan_nj	data_lowwgd_0.025_15_1	8.0	0.2607221	0.1137363	7194.0
10440	lowwgd	0.025	15	1	euclidean_fastme	data_lowwgd_0.025_15_1	8.0	0.2856845	0.1225275	7195.0
10441	lowwgd	0.025	15	1	manhattan_fastme	data_lowwgd_0.025_15_1	10.0	0.2652753	0.1763736	7196.0
10442	lowwgd	0.025	15	1	MEDALT	data_lowwgd_0.025_15_1	10.0	0.3322731	0.2835165	7197.0
10443	lowwgd	0.025	15	1	medicc	data_lowwgd_0.025_15_1	0.0	0.0	0.0	7198.0
10444	lowwgd	0.025	15	10	euclidean_nj	data_lowwgd_0.025_15_10	10.0	0.2239069	0.1120879	7199.0
10445	lowwgd	0.025	15	10	manhattan_nj	data_lowwgd_0.025_15_10	10.0	0.2023695	0.1313187	7200.0
10446	lowwgd	0.025	15	10	euclidean_fastme	data_lowwgd_0.025_15_10	8.0	0.176893	0.1049451	7201.0
10447	lowwgd	0.025	15	10	manhattan_fastme	data_lowwgd_0.025_15_10	14.0	0.3293126	0.2554945	7202.0
10448	lowwgd	0.025	15	10	MEDALT	data_lowwgd_0.025_15_10	6.0	0.2061158	0.1200549	7203.0
10449	lowwgd	0.025	15	10	medicc	data_lowwgd_0.025_15_10	0.0	0.0	0.0	7204.0
10450	lowwgd	0.025	15	11	euclidean_nj	data_lowwgd_0.025_15_11	4.0	0.1340944	0.1010989	7205.0
10451	lowwgd	0.025	15	11	manhattan_nj	data_lowwgd_0.025_15_11	0.0	0.0	0.0	7206.0
10452	lowwgd	0.025	15	11	euclidean_fastme	data_lowwgd_0.025_15_11	0.0	0.0	0.0	7207.0
10453	lowwgd	0.025	15	11	manhattan_fastme	data_lowwgd_0.025_15_11	2.0	0.08488619	0.07032967	7208.0
10454	lowwgd	0.025	15	11	MEDALT	data_lowwgd_0.025_15_11	8.0	0.2334999	0.1228022	7209.0
10455	lowwgd	0.025	15	11	medicc	data_lowwgd_0.025_15_11	2.0	0.08488619	0.07032967	7210.0
10456	lowwgd	0.025	15	12	euclidean_nj	data_lowwgd_0.025_15_12	6.0	0.17335516	0.08296703	7211.0
10457	lowwgd	0.025	15	12	manhattan_nj	data_lowwgd_0.025_15_12	6.0	0.1553573	0.08296703	7212.0
10458	lowwgd	0.025	15	12	euclidean_fastme	data_lowwgd_0.025_15_12	6.0	0.17335516	0.08296703	7213.0
10459	lowwgd	0.025	15	12	manhattan_fastme	data_lowwgd_0.025_15_12	4.0	0.10852387	0.07582418	7214.0
10460	lowwgd	0.025	15	12	MEDALT	data_lowwgd_0.025_15_12	7.0	0.2000578	0.1225275	7215.0
10461	lowwgd	0.025	15	12	medicc	data_lowwgd_0.025_15_12	4.0	0.13560508	0.06483516	7216.0
10462	lowwgd	0.025	15	13	euclidean_nj	data_lowwgd_0.025_15_13	4.0	0.11871009	0.02527473	7217.0
10463	lowwgd	0.025	15	13	manhattan_nj	data_lowwgd_0.025_15_13	4.0	0.11871009	0.02527473	7218.0
10464	lowwgd	0.025	15	13	euclidean_fastme	data_lowwgd_0.025_15_13	4.0	0.11871009	0.02527473	7219.0
10465	lowwgd	0.025	15	13	manhattan_fastme	data_lowwgd_0.025_15_13	2.0	0.07211623	0.01813187	7220.0
10466	lowwgd	0.025	15	13	MEDALT	data_lowwgd_0.025_15_13	5.0	0.1777614	0.1472527	7221.0
10467	lowwgd	0.025	15	13	medicc	data_lowwgd_0.025_15_13	2.0	0.07002676	0.01813187	7222.0
10468	lowwgd	0.025	15	14	euclidean_nj	data_lowwgd_0.025_15_14	10.0	0.2854589	0.2010989	7223.0
10469	lowwgd	0.025	15	14	manhattan_nj	data_lowwgd_0.025_15_14	6.0	0.18195496	0.09505495	7224.0
10470	lowwgd	0.025	15	14	euclidean_fastme	data_lowwgd_0.025_15_14	8.0	0.2063387	0.1021978	7225.0
10471	lowwgd	0.025	15	14	manhattan_fastme	data_lowwgd_0.025_15_14	2.0	0.047979884	0.007142857	7226.0
10472	lowwgd	0.025	15	14	MEDALT	data_lowwgd_0.025_15_14	15.0	0.4574827	0.3335165	7227.0
10473	lowwgd	0.025	15	14	medicc	data_lowwgd_0.025_15_14	4.0	0.13010533	0.08186813	7228.0
10474	lowwgd	0.025	15	15	euclidean_nj	data_lowwgd_0.025_15_15	2.0	0.06085679	0.01318681	7229.0
10475	lowwgd	0.025	15	15	manhattan_nj	data_lowwgd_0.025_15_15	2.0	0.07127188	0.03956044	7230.0
10476	lowwgd	0.025	15	15	euclidean_fastme	data_lowwgd_0.025_15_15	2.0	0.06085679	0.01318681	7231.0
10477	lowwgd	0.025	15	15	manhattan_fastme	data_lowwgd_0.025_15_15	2.0	0.07127188	0.03956044	7232.0
10478	lowwgd	0.025	15	15	MEDALT	data_lowwgd_0.025_15_15	7.0	0.2242936	0.1412088	7233.0
10479	lowwgd	0.025	15	15	medicc	data_lowwgd_0.025_15_15	0.0	0.0	0.0	7234.0
10480	lowwgd	0.025	15	16	euclidean_nj	data_lowwgd_0.025_15_16	0.0	0.0	0.0	7235.0
10481	lowwgd	0.025	15	16	manhattan_nj	data_lowwgd_0.025_15_16	0.0	0.0	0.0	7236.0
10482	lowwgd	0.025	15	16	euclidean_fastme	data_lowwgd_0.025_15_16	0.0	0.0	0.0	7237.0
10483	lowwgd	0.025	15	16	manhattan_fastme	data_lowwgd_0.025_15_16	2.0	0.049398969	0.007142857	7238.0
10484	lowwgd	0.025	15	16	MEDALT	data_lowwgd_0.025_15_16	11.0	0.3144865	0.1478022	7239.0
10485	lowwgd	0.025	15	16	medicc	data_lowwgd_0.025_15_16	0.0	0.0	0.0	7240.0
10486	lowwgd	0.025	15	17	euclidean_nj	data_lowwgd_0.025_15_17	2.0	0.06892045	0.02417582	7241.0
10487	lowwgd	0.025	15	17	manhattan_nj	data_lowwgd_0.025_15_17	0.0	0.0	0.0	7242.0
10488	lowwgd	0.025	15	17	euclidean_fastme	data_lowwgd_0.025_15_17	4.0	0.13323012	0.03736264	7243.0
10489	lowwgd	0.025	15	17	manhattan_fastme	data_lowwgd_0.025_15_17	0.0	0.0	0.0	7244.0
10490	lowwgd	0.025	15	17	MEDALT	data_lowwgd_0.025_15_17	10.0	0.3174279	0.189011	7245.0
10491	lowwgd	0.025	15	17	medicc	data_lowwgd_0.025_15_17	0.0	0.0	0.0	7246.0
10492	lowwgd	0.025	15	18	euclidean_nj	data_lowwgd_0.025_15_18	10.0	0.3009788	0.1934066	7247.0
10493	lowwgd	0.025	15	18	manhattan_nj	data_lowwgd_0.025_15_18	8.0	0.231393	0.178022	7248.0
10494	lowwgd	0.025	15	18	euclidean_fastme	data_lowwgd_0.025_15_18	8.0	0.2257404	0.1093407	7249.0
10495	lowwgd	0.025	15	18	manhattan_fastme	data_lowwgd_0.025_15_18	12.0	0.3216707	0.1741758	7250.0
10496	lowwgd	0.025	15	18	MEDALT	data_lowwgd_0.025_15_18	11.0	0.3191827	0.1769231	7251.0
10497	lowwgd	0.025	15	18	medicc	data_lowwgd_0.025_15_18	6.0	0.1799587	0.0967033	7252.0
10498	lowwgd	0.025	15	19	euclidean_nj	data_lowwgd_0.025_15_19	2.0	0.06917669	0.02417582	7253.0
10499	lowwgd	0.025	15	19	manhattan_nj	data_lowwgd_0.025_15_19	4.0	0.10999894	0.03736264	7254.0
10500	lowwgd	0.025	15	19	euclidean_fastme	data_lowwgd_0.025_15_19	0.0	0.0	0.0	7255.0
10501	lowwgd	0.025	15	19	manhattan_fastme	data_lowwgd_0.025_15_19	4.0	0.10999894	0.03736264	7256.0
10502	lowwgd	0.025	15	19	MEDALT	data_lowwgd_0.025_15_19	9.0	0.3001667	0.1431319	7257.0
10503	lowwgd	0.025	15	19	medicc	data_lowwgd_0.025_15_19	2.0	0.06719021	0.01813187	7258.0
10504	lowwgd	0.025	15	2	euclidean_nj	data_lowwgd_0.025_15_2	18.0	0.4071022	0.3054945	7259.0
10505	lowwgd	0.025	15	2	manhattan_nj	data_lowwgd_0.025_15_2	18.0	0.4071022	0.3054945	7260.0
10506	lowwgd	0.025	15	2	euclidean_fastme	data_lowwgd_0.025_15_2	18.0	0.3609532	0.2527473	7261.0
10507	lowwgd	0.025	15	2	manhattan_fastme	data_lowwgd_0.025_15_2	18.0	0.3432132	0.243956	7262.0
10508	lowwgd	0.025	15	2	MEDALT	data_lowwgd_0.025_15_2	7.0	0.19420193	0.09835165	7263.0
10509	lowwgd	0.025	15	2	medicc	data_lowwgd_0.025_15_2	0.0	0.0	0.0	7264.0
10510	lowwgd	0.025	15	20	euclidean_nj	data_lowwgd_0.025_15_20	4.0	0.12723241	0.05164835	7265.0
10511	lowwgd	0.025	15	20	manhattan_nj	data_lowwgd_0.025_15_20	4.0	0.1219132	0.1142857	7266.0
10512	lowwgd	0.025	15	20	euclidean_fastme	data_lowwgd_0.025_15_20	4.0	0.14033223	0.05769231	7267.0
10513	lowwgd	0.025	15	20	manhattan_fastme	data_lowwgd_0.025_15_20	4.0	0.1219132	0.1142857	7268.0
10514	lowwgd	0.025	15	20	MEDALT	data_lowwgd_0.025_15_20	9.0	0.2951194	0.1782967	7269.0
10515	lowwgd	0.025	15	20	medicc	data_lowwgd_0.025_15_20	0.0	0.0	0.0	7270.0
10516	lowwgd	0.025	15	21	euclidean_nj	data_lowwgd_0.025_15_21	4.0	0.14437966	0.09725275	7271.0
10517	lowwgd	0.025	15	21	manhattan_nj	data_lowwgd_0.025_15_21	0.0	0.0	0.0	7272.0
10518	lowwgd	0.025	15	21	euclidean_fastme	data_lowwgd_0.025_15_21	4.0	0.14437966	0.09725275	7273.0
10519	lowwgd	0.025	15	21	manhattan_fastme	data_lowwgd_0.025_15_21	0.0	0.0	0.0	7274.0
10520	lowwgd	0.025	15	21	MEDALT	data_lowwgd_0.025_15_21	12.0	0.3463576	0.1917582	7275.0
10521	lowwgd	0.025	15	21	medicc	data_lowwgd_0.025_15_21	0.0	0.0	0.0	7276.0
10522	lowwgd	0.025	15	22	euclidean_nj	data_lowwgd_0.025_15_22	4.0	0.11244711	0.02527473	7277.0
10523	lowwgd	0.025	15	22	manhattan_nj	data_lowwgd_0.025_15_22	0.0	0.0	0.0	7278.0
10524	lowwgd	0.025	15	22	euclidean_fastme	data_lowwgd_0.025_15_22	4.0	0.11244711	0.02527473	7279.0
10525	lowwgd	0.025	15	22	manhattan_fastme	data_lowwgd_0.025_15_22	4.0	0.13089238	0.03791209	7280.0
10526	lowwgd	0.025	15	22	MEDALT	data_lowwgd_0.025_15_22	4.0	0.13525504	0.07967033	7281.0
10527	lowwgd	0.025	15	22	medicc	data_lowwgd_0.025_15_22	2.0	0.08516423	0.06153846	7282.0
10528	lowwgd	0.025	15	23	euclidean_nj	data_lowwgd_0.025_15_23	2.0	0.07045698	0.02417582	7283.0
10529	lowwgd	0.025	15	23	manhattan_nj	data_lowwgd_0.025_15_23	0.0	0.0	0.0	7284.0
10530	lowwgd	0.025	15	23	euclidean_fastme	data_lowwgd_0.025_15_23	2.0	0.07045698	0.02417582	7285.0
10531	lowwgd	0.025	15	23	manhattan_fastme	data_lowwgd_0.025_15_23	4.0	0.1226145	0.02912088	7286.0
10532	lowwgd	0.025	15	23	MEDALT	data_lowwgd_0.025_15_23	7.0	0.2010873	0.1027473	7287.0
10533	lowwgd	0.025	15	23	medicc	data_lowwgd_0.025_15_23	0.0	0.0	0.0	7288.0
10534	lowwgd	0.025	15	24	euclidean_nj	data_lowwgd_0.025_15_24	8.0	0.2114236	0.1021978	7289.0
10535	lowwgd	0.025	15	24	manhattan_nj	data_lowwgd_0.025_15_24	0.0	0.0	0.0	7290.0
10536	lowwgd	0.025	15	24	euclidean_fastme	data_lowwgd_0.025_15_24	8.0	0.2114236	0.1021978	7291.0
10537	lowwgd	0.025	15	24	manhattan_fastme	data_lowwgd_0.025_15_24	0.0	0.0	0.0	7292.0
10538	lowwgd	0.025	15	24	MEDALT	data_lowwgd_0.025_15_24	13.0	0.3990402	0.2236264	7293.0
10539	lowwgd	0.025	15	24	medicc	data_lowwgd_0.025_15_24	0.0	0.0	0.0	7294.0
10540	lowwgd	0.025	15	3	euclidean_nj	data_lowwgd_0.025_15_3	6.0	0.16073627	0.06813187	7295.0
10541	lowwgd	0.025	15	3	manhattan_nj	data_lowwgd_0.025_15_3	2.0	0.07300825	0.02197802	7296.0
10542	lowwgd	0.025	15	3	euclidean_fastme	data_lowwgd_0.025_15_3	6.0	0.16073627	0.06813187	7297.0
10543	lowwgd	0.025	15	3	manhattan_fastme	data_lowwgd_0.025_15_3	6.0	0.19184237	0.07472527	7298.0
10544	lowwgd	0.025	15	3	MEDALT	data_lowwgd_0.025_15_3	13.0	0.3176709	0.1692308	7299.0
10545	lowwgd	0.025	15	3	medicc	data_lowwgd_0.025_15_3	0.0	0.0	0.0	7300.0
10546	lowwgd	0.025	15	4	euclidean_nj	data_lowwgd_0.025_15_4	2.0	0.049788744	0.007142857	7301.0
10547	lowwgd	0.025	15	4	manhattan_nj	data_lowwgd_0.025_15_4	2.0	0.049788744	0.007142857	7302.0
10548	lowwgd	0.025	15	4	euclidean_fastme	data_lowwgd_0.025_15_4	0.0	0.0	0.0	7303.0
10549	lowwgd	0.025	15	4	manhattan_fastme	data_lowwgd_0.025_15_4	4.0	0.11343726	0.02032967	7304.0
10550	lowwgd	0.025	15	4	MEDALT	data_lowwgd_0.025_15_4	9.0	0.2827766	0.1436813	7305.0
10551	lowwgd	0.025	15	4	medicc	data_lowwgd_0.025_15_4	0.0	0.0	0.0	7306.0
10552	lowwgd	0.025	15	5	euclidean_nj	data_lowwgd_0.025_15_5	6.0	0.2089088	0.1142857	7307.0
10553	lowwgd	0.025	15	5	manhattan_nj	data_lowwgd_0.025_15_5	2.0	0.07416067	0.02417582	7308.0
10554	lowwgd	0.025	15	5	euclidean_fastme	data_lowwgd_0.025_15_5	6.0	0.2089088	0.1142857	7309.0
10555	lowwgd	0.025	15	5	manhattan_fastme	data_lowwgd_0.025_15_5	0.0	0.0	0.0	7310.0
10556	lowwgd	0.025	15	5	MEDALT	data_lowwgd_0.025_15_5	7.0	0.21977783	0.09587912	7311.0
10557	lowwgd	0.025	15	5	medicc	data_lowwgd_0.025_15_5	0.0	0.0	0.0	7312.0
10558	lowwgd	0.025	15	6	euclidean_nj	data_lowwgd_0.025_15_6	4.0	0.1231216	0.0510989	7313.0
10559	lowwgd	0.025	15	6	manhattan_nj	data_lowwgd_0.025_15_6	2.0	0.07043958	0.02417582	7314.0
10560	lowwgd	0.025	15	6	euclidean_fastme	data_lowwgd_0.025_15_6	4.0	0.1231216	0.0510989	7315.0
10561	lowwgd	0.025	15	6	manhattan_fastme	data_lowwgd_0.025_15_6	4.0	0.0941527	0.05714286	7316.0
10562	lowwgd	0.025	15	6	MEDALT	data_lowwgd_0.025_15_6	7.0	0.18813154	0.08049451	7317.0
10563	lowwgd	0.025	15	6	medicc	data_lowwgd_0.025_15_6	2.0	0.07043958	0.02417582	7318.0
10564	lowwgd	0.025	15	7	euclidean_nj	data_lowwgd_0.025_15_7	4.0	0.12214625	0.02912088	7319.0
10565	lowwgd	0.025	15	7	manhattan_nj	data_lowwgd_0.025_15_7	2.0	0.07452639	0.02197802	7320.0
10566	lowwgd	0.025	15	7	euclidean_fastme	data_lowwgd_0.025_15_7	4.0	0.12214625	0.02912088	7321.0
10567	lowwgd	0.025	15	7	manhattan_fastme	data_lowwgd_0.025_15_7	4.0	0.1231237	0.1010989	7322.0
10568	lowwgd	0.025	15	7	MEDALT	data_lowwgd_0.025_15_7	10.0	0.25920323	0.09120879	7323.0
10569	lowwgd	0.025	15	7	medicc	data_lowwgd_0.025_15_7	0.0	0.0	0.0	7324.0
10570	lowwgd	0.025	15	8	euclidean_nj	data_lowwgd_0.025_15_8	10.0	0.2721852	0.1741758	7325.0
10571	lowwgd	0.025	15	8	manhattan_nj	data_lowwgd_0.025_15_8	4.0	0.12866602	0.07307692	7326.0
10572	lowwgd	0.025	15	8	euclidean_fastme	data_lowwgd_0.025_15_8	6.0	0.12303023	0.03351648	7327.0
10573	lowwgd	0.025	15	8	manhattan_fastme	data_lowwgd_0.025_15_8	2.0	0.08903215	0.06593407	7328.0
10574	lowwgd	0.025	15	8	MEDALT	data_lowwgd_0.025_15_8	12.0	0.3885541	0.2145604	7329.0
10575	lowwgd	0.025	15	8	medicc	data_lowwgd_0.025_15_8	2.0	0.08903215	0.06593407	7330.0
10576	lowwgd	0.025	15	9	euclidean_nj	data_lowwgd_0.025_15_9	4.0	0.1653742	0.1258242	7331.0
