	WGD	Rate	Number of Leaves	n	Method	Distance
517	Low WGD	0.1	15	10	Euclidean Min. Ev.	4
518	Low WGD	0.1	15	10	Manhattan NJ	4
519	Low WGD	0.1	15	10	Manhattan Min. Ev.	4
520	Low WGD	0.1	15	10	MEDALT	12
521	Low WGD	0.1	15	10	MEDICC2	0
522	Low WGD	0.05	5	24	Euclidean NJ	0
523	Low WGD	0.05	5	24	Euclidean Min. Ev.	0
524	Low WGD	0.05	5	24	Manhattan NJ	0
525	Low WGD	0.05	5	24	Manhattan Min. Ev.	0
526	Low WGD	0.05	5	24	MEDALT	4
527	Low WGD	0.05	5	24	MEDICC2	0
528	Low WGD	0.05	3	20	Euclidean NJ	0
529	Low WGD	0.05	3	20	Euclidean Min. Ev.	0
530	Low WGD	0.05	3	20	Manhattan NJ	0
531	Low WGD	0.05	3	20	Manhattan Min. Ev.	0
532	Low WGD	0.05	3	20	MEDALT	1
533	Low WGD	0.05	3	20	MEDICC2	0
534	Low WGD	0.05	5	0	Euclidean NJ	2
535	Low WGD	0.05	5	0	Euclidean Min. Ev.	2
536	Low WGD	0.05	5	0	Manhattan NJ	0
537	Low WGD	0.05	5	0	Manhattan Min. Ev.	2
538	Low WGD	0.05	5	0	MEDALT	3
539	Low WGD	0.05	5	0	MEDICC2	0
540	High WGD	0.1	3	1	Euclidean NJ	0
541	High WGD	0.1	3	1	Euclidean Min. Ev.	0
542	High WGD	0.1	3	1	Manhattan NJ	0
543	High WGD	0.1	3	1	Manhattan Min. Ev.	0
544	High WGD	0.1	3	1	MEDALT	1
545	High WGD	0.1	3	1	MEDICC2	0
546	Low WGD	0.075	5	4	Euclidean NJ	2
547	Low WGD	0.075	5	4	Euclidean Min. Ev.	2
548	Low WGD	0.075	5	4	Manhattan NJ	0
549	Low WGD	0.075	5	4	Manhattan Min. Ev.	2
550	Low WGD	0.075	5	4	MEDALT	3
551	Low WGD	0.075	5	4	MEDICC2	0
552	High WGD	0.1	15	17	Euclidean NJ	0
553	High WGD	0.1	15	17	Euclidean Min. Ev.	0
554	High WGD	0.1	15	17	Manhattan NJ	0
555	High WGD	0.1	15	17	Manhattan Min. Ev.	0
556	High WGD	0.1	15	17	MEDALT	11
557	High WGD	0.1	15	17	MEDICC2	0
558	High WGD	0.1	3	9	Euclidean NJ	0
559	High WGD	0.1	3	9	Euclidean Min. Ev.	0
560	High WGD	0.1	3	9	Manhattan NJ	0
561	High WGD	0.1	3	9	Manhattan Min. Ev.	0
562	High WGD	0.1	3	9	MEDALT	1
563	High WGD	0.1	3	9	MEDICC2	0
564	No WGD	0.075	10	14	Euclidean NJ	0
565	No WGD	0.075	10	14	Euclidean Min. Ev.	4
566	No WGD	0.075	10	14	Manhattan NJ	0
567	No WGD	0.075	10	14	Manhattan Min. Ev.	4
568	No WGD	0.075	10	14	MEDALT	7
569	No WGD	0.075	10	14	MEDICC2	0
570	High WGD	0.075	15	14	Euclidean NJ	0
571	High WGD	0.075	15	14	Euclidean Min. Ev.	0
572	High WGD	0.075	15	14	Manhattan NJ	0
573	High WGD	0.075	15	14	Manhattan Min. Ev.	0
574	High WGD	0.075	15	14	MEDALT	15
575	High WGD	0.075	15	14	MEDICC2	0
576	High WGD	0.025	5	0	Euclidean NJ	2
577	High WGD	0.025	5	0	Euclidean Min. Ev.	2
578	High WGD	0.025	5	0	Manhattan NJ	0
579	High WGD	0.025	5	0	Manhattan Min. Ev.	2
580	High WGD	0.025	5	0	MEDALT	3
581	High WGD	0.025	5	0	MEDICC2	0
582	Low WGD	0.1	10	24	Euclidean NJ	6
583	Low WGD	0.1	10	24	Euclidean Min. Ev.	6
584	Low WGD	0.1	10	24	Manhattan NJ	4
585	Low WGD	0.1	10	24	Manhattan Min. Ev.	6
586	Low WGD	0.1	10	24	MEDALT	6
587	Low WGD	0.1	10	24	MEDICC2	4
588	No WGD	0.1	3	11	Euclidean NJ	2
589	No WGD	0.1	3	11	Euclidean Min. Ev.	2
590	No WGD	0.1	3	11	Manhattan NJ	0
591	No WGD	0.1	3	11	Manhattan Min. Ev.	2
592	No WGD	0.1	3	11	MEDALT	1
593	No WGD	0.1	3	11	MEDICC2	0
594	No WGD	0.01	15	18	Euclidean NJ	8
595	No WGD	0.01	15	18	Euclidean Min. Ev.	14
596	No WGD	0.01	15	18	Manhattan NJ	4
597	No WGD	0.01	15	18	Manhattan Min. Ev.	14
598	No WGD	0.01	15	18	MEDALT	10
599	No WGD	0.01	15	18	MEDICC2	6
600	No WGD	0.025	20	2	Euclidean NJ	2
601	No WGD	0.025	20	2	Euclidean Min. Ev.	2
602	No WGD	0.025	20	2	Manhattan NJ	2
603	No WGD	0.025	20	2	Manhattan Min. Ev.	2
604	No WGD	0.025	20	2	MEDALT	12
605	No WGD	0.025	20	2	MEDICC2	2
606	Low WGD	0.075	3	19	Euclidean NJ	0
607	Low WGD	0.075	3	19	Euclidean Min. Ev.	0
608	Low WGD	0.075	3	19	Manhattan NJ	0
609	Low WGD	0.075	3	19	Manhattan Min. Ev.	0
610	Low WGD	0.075	3	19	MEDALT	1
611	Low WGD	0.075	3	19	MEDICC2	0
612	Low WGD	0.075	5	7	Euclidean NJ	2
613	Low WGD	0.075	5	7	Euclidean Min. Ev.	2
614	Low WGD	0.075	5	7	Manhattan NJ	0
615	Low WGD	0.075	5	7	Manhattan Min. Ev.	2
616	Low WGD	0.075	5	7	MEDALT	3
617	Low WGD	0.075	5	7	MEDICC2	2
618	No WGD	0.05	3	0	Euclidean NJ	0
619	No WGD	0.05	3	0	Euclidean Min. Ev.	0
620	No WGD	0.05	3	0	Manhattan NJ	0
621	No WGD	0.05	3	0	Manhattan Min. Ev.	0
622	No WGD	0.05	3	0	MEDALT	1
623	No WGD	0.05	3	0	MEDICC2	0
624	No WGD	0.1	10	11	Euclidean NJ	2
625	No WGD	0.1	10	11	Euclidean Min. Ev.	2
626	No WGD	0.1	10	11	Manhattan NJ	0
627	No WGD	0.1	10	11	Manhattan Min. Ev.	2
628	No WGD	0.1	10	11	MEDALT	8
629	No WGD	0.1	10	11	MEDICC2	0
630	Low WGD	0.05	250	5	Euclidean NJ	162
631	Low WGD	0.05	250	5	Euclidean Min. Ev.	146
632	Low WGD	0.05	250	5	Manhattan NJ	124
633	Low WGD	0.05	250	5	Manhattan Min. Ev.	146
634	Low WGD	0.05	250	5	MEDALT	225
635	Low WGD	0.05	250	5	MEDICC2	132
636	No WGD	0.01	5	3	Euclidean NJ	0
637	No WGD	0.01	5	3	Euclidean Min. Ev.	0
638	No WGD	0.01	5	3	Manhattan NJ	0
639	No WGD	0.01	5	3	Manhattan Min. Ev.	0
640	No WGD	0.01	5	3	MEDALT	2
641	No WGD	0.01	5	3	MEDICC2	0
642	Low WGD	0.05	5	13	Euclidean NJ	2
643	Low WGD	0.05	5	13	Euclidean Min. Ev.	2
644	Low WGD	0.05	5	13	Manhattan NJ	0
645	Low WGD	0.05	5	13	Manhattan Min. Ev.	2
646	Low WGD	0.05	5	13	MEDALT	2
647	Low WGD	0.05	5	13	MEDICC2	0
648	Low WGD	0.05	15	15	Euclidean NJ	4
649	Low WGD	0.05	15	15	Euclidean Min. Ev.	4
650	Low WGD	0.05	15	15	Manhattan NJ	2
651	Low WGD	0.05	15	15	Manhattan Min. Ev.	4
652	Low WGD	0.05	15	15	MEDALT	12
653	Low WGD	0.05	15	15	MEDICC2	0
654	Low WGD	0.025	3	10	Euclidean NJ	0
655	Low WGD	0.025	3	10	Euclidean Min. Ev.	0
656	Low WGD	0.025	3	10	Manhattan NJ	0
657	Low WGD	0.025	3	10	Manhattan Min. Ev.	0
658	Low WGD	0.025	3	10	MEDALT	1
659	Low WGD	0.025	3	10	MEDICC2	0
660	High WGD	0.1	10	19	Euclidean NJ	2
661	High WGD	0.1	10	19	Euclidean Min. Ev.	2
662	High WGD	0.1	10	19	Manhattan NJ	2
663	High WGD	0.1	10	19	Manhattan Min. Ev.	2
664	High WGD	0.1	10	19	MEDALT	8
665	High WGD	0.1	10	19	MEDICC2	2
666	High WGD	0.075	5	4	Euclidean NJ	2
667	High WGD	0.075	5	4	Euclidean Min. Ev.	0
668	High WGD	0.075	5	4	Manhattan NJ	0
669	High WGD	0.075	5	4	Manhattan Min. Ev.	0
670	High WGD	0.075	5	4	MEDALT	3
671	High WGD	0.075	5	4	MEDICC2	0
672	High WGD	0.1	15	8	Euclidean NJ	6
673	High WGD	0.1	15	8	Euclidean Min. Ev.	6
674	High WGD	0.1	15	8	Manhattan NJ	4
675	High WGD	0.1	15	8	Manhattan Min. Ev.	6
676	High WGD	0.1	15	8	MEDALT	12
677	High WGD	0.1	15	8	MEDICC2	0
678	Low WGD	0.01	100	12	Euclidean NJ	48
679	Low WGD	0.01	100	12	Euclidean Min. Ev.	46
680	Low WGD	0.01	100	12	Manhattan NJ	38
681	Low WGD	0.01	100	12	Manhattan Min. Ev.	46
682	Low WGD	0.01	100	12	MEDALT	86
683	Low WGD	0.01	100	12	MEDICC2	34
684	High WGD	0.1	10	4	Euclidean NJ	2
685	High WGD	0.1	10	4	Euclidean Min. Ev.	2
686	High WGD	0.1	10	4	Manhattan NJ	2
687	High WGD	0.1	10	4	Manhattan Min. Ev.	2
688	High WGD	0.1	10	4	MEDALT	6
689	High WGD	0.1	10	4	MEDICC2	0
690	Low WGD	0.025	500	16	Euclidean NJ	334
691	Low WGD	0.025	500	16	Euclidean Min. Ev.	280
692	Low WGD	0.025	500	16	Manhattan NJ	218
693	Low WGD	0.025	500	16	Manhattan Min. Ev.	280
694	Low WGD	0.025	500	16	MEDALT	424
695	Low WGD	0.025	500	16	MEDICC2	190
696	Low WGD	0.025	15	7	Euclidean NJ	4
697	Low WGD	0.025	15	7	Euclidean Min. Ev.	6
698	Low WGD	0.025	15	7	Manhattan NJ	2
699	Low WGD	0.025	15	7	Manhattan Min. Ev.	6
700	Low WGD	0.025	15	7	MEDALT	13
701	Low WGD	0.025	15	7	MEDICC2	0
702	High WGD	0.025	3	14	Euclidean NJ	0
703	High WGD	0.025	3	14	Euclidean Min. Ev.	0
704	High WGD	0.025	3	14	Manhattan NJ	0
705	High WGD	0.025	3	14	Manhattan Min. Ev.	0
706	High WGD	0.025	3	14	MEDALT	1
707	High WGD	0.025	3	14	MEDICC2	0
708	Low WGD	0.025	20	21	Euclidean NJ	0
709	Low WGD	0.025	20	21	Euclidean Min. Ev.	2
710	Low WGD	0.025	20	21	Manhattan NJ	6
711	Low WGD	0.025	20	21	Manhattan Min. Ev.	2
712	Low WGD	0.025	20	21	MEDALT	20
713	Low WGD	0.025	20	21	MEDICC2	2
714	Low WGD	0.05	20	21	Euclidean NJ	6
715	Low WGD	0.05	20	21	Euclidean Min. Ev.	6
716	Low WGD	0.05	20	21	Manhattan NJ	0
717	Low WGD	0.05	20	21	Manhattan Min. Ev.	6
718	Low WGD	0.05	20	21	MEDALT	16
719	Low WGD	0.05	20	21	MEDICC2	2
720	Low WGD	0.075	3	0	Euclidean NJ	0
721	Low WGD	0.075	3	0	Euclidean Min. Ev.	0
722	Low WGD	0.075	3	0	Manhattan NJ	0
723	Low WGD	0.075	3	0	Manhattan Min. Ev.	0
724	Low WGD	0.075	3	0	MEDALT	1
725	Low WGD	0.075	3	0	MEDICC2	0
726	Low WGD	0.05	500	8	Euclidean NJ	444
727	Low WGD	0.05	500	8	Euclidean Min. Ev.	348
728	Low WGD	0.05	500	8	Manhattan NJ	334
729	Low WGD	0.05	500	8	Manhattan Min. Ev.	348
730	Low WGD	0.05	500	8	MEDALT	474
731	Low WGD	0.05	500	8	MEDICC2	300
732	Low WGD	0.01	100	15	Euclidean NJ	40
733	Low WGD	0.01	100	15	Euclidean Min. Ev.	40
734	Low WGD	0.01	100	15	Manhattan NJ	46
735	Low WGD	0.01	100	15	Manhattan Min. Ev.	40
736	Low WGD	0.01	100	15	MEDALT	91
737	Low WGD	0.01	100	15	MEDICC2	30
738	Low WGD	0.075	15	16	Euclidean NJ	2
739	Low WGD	0.075	15	16	Euclidean Min. Ev.	0
740	Low WGD	0.075	15	16	Manhattan NJ	0
741	Low WGD	0.075	15	16	Manhattan Min. Ev.	0
742	Low WGD	0.075	15	16	MEDALT	10
743	Low WGD	0.075	15	16	MEDICC2	0
744	Low WGD	0.05	5	18	Euclidean NJ	0
745	Low WGD	0.05	5	18	Euclidean Min. Ev.	0
746	Low WGD	0.05	5	18	Manhattan NJ	0
747	Low WGD	0.05	5	18	Manhattan Min. Ev.	0
748	Low WGD	0.05	5	18	MEDALT	3
749	Low WGD	0.05	5	18	MEDICC2	0
750	No WGD	0.1	3	20	Euclidean NJ	0
751	No WGD	0.1	3	20	Euclidean Min. Ev.	0
752	No WGD	0.1	3	20	Manhattan NJ	0
753	No WGD	0.1	3	20	Manhattan Min. Ev.	0
754	No WGD	0.1	3	20	MEDALT	1
755	No WGD	0.1	3	20	MEDICC2	0
756	High WGD	0.075	5	23	Euclidean NJ	0
757	High WGD	0.075	5	23	Euclidean Min. Ev.	0
758	High WGD	0.075	5	23	Manhattan NJ	0
759	High WGD	0.075	5	23	Manhattan Min. Ev.	0
760	High WGD	0.075	5	23	MEDALT	2
761	High WGD	0.075	5	23	MEDICC2	0
762	Low WGD	0.05	10	23	Euclidean NJ	0
763	Low WGD	0.05	10	23	Euclidean Min. Ev.	0
764	Low WGD	0.05	10	23	Manhattan NJ	0
765	Low WGD	0.05	10	23	Manhattan Min. Ev.	0
766	Low WGD	0.05	10	23	MEDALT	8
767	Low WGD	0.05	10	23	MEDICC2	0
768	No WGD	0.05	20	12	Euclidean NJ	10
769	No WGD	0.05	20	12	Euclidean Min. Ev.	2
770	No WGD	0.05	20	12	Manhattan NJ	6
771	No WGD	0.05	20	12	Manhattan Min. Ev.	2
772	No WGD	0.05	20	12	MEDALT	13
773	No WGD	0.05	20	12	MEDICC2	6
774	No WGD	0.1	15	18	Euclidean NJ	6
775	No WGD	0.1	15	18	Euclidean Min. Ev.	6
776	No WGD	0.1	15	18	Manhattan NJ	2
777	No WGD	0.1	15	18	Manhattan Min. Ev.	6
778	No WGD	0.1	15	18	MEDALT	13
779	No WGD	0.1	15	18	MEDICC2	4
780	Low WGD	0.01	20	19	Euclidean NJ	14
781	Low WGD	0.01	20	19	Euclidean Min. Ev.	10
782	Low WGD	0.01	20	19	Manhattan NJ	12
783	Low WGD	0.01	20	19	Manhattan Min. Ev.	10
784	Low WGD	0.01	20	19	MEDALT	14
785	Low WGD	0.01	20	19	MEDICC2	8
786	High WGD	0.025	10	22	Euclidean NJ	0
787	High WGD	0.025	10	22	Euclidean Min. Ev.	0
788	High WGD	0.025	10	22	Manhattan NJ	0
789	High WGD	0.025	10	22	Manhattan Min. Ev.	0
790	High WGD	0.025	10	22	MEDALT	9
791	High WGD	0.025	10	22	MEDICC2	0
792	Low WGD	0.05	50	0	Euclidean NJ	18
793	Low WGD	0.05	50	0	Euclidean Min. Ev.	16
794	Low WGD	0.05	50	0	Manhattan NJ	10
795	Low WGD	0.05	50	0	Manhattan Min. Ev.	16
796	Low WGD	0.05	50	0	MEDALT	39
797	Low WGD	0.05	50	0	MEDICC2	14
798	High WGD	0.01	20	14	Euclidean NJ	14
799	High WGD	0.01	20	14	Euclidean Min. Ev.	16
800	High WGD	0.01	20	14	Manhattan NJ	10
801	High WGD	0.01	20	14	Manhattan Min. Ev.	16
802	High WGD	0.01	20	14	MEDALT	18
803	High WGD	0.01	20	14	MEDICC2	6
804	Low WGD	0.025	500	6	Euclidean NJ	296
805	Low WGD	0.025	500	6	Euclidean Min. Ev.	188
806	Low WGD	0.025	500	6	Manhattan NJ	196
807	Low WGD	0.025	500	6	Manhattan Min. Ev.	188
808	Low WGD	0.025	500	6	MEDALT	380
809	Low WGD	0.025	500	6	MEDICC2	138
810	Low WGD	0.075	20	20	Euclidean NJ	10
811	Low WGD	0.075	20	20	Euclidean Min. Ev.	10
812	Low WGD	0.075	20	20	Manhattan NJ	14
813	Low WGD	0.075	20	20	Manhattan Min. Ev.	10
814	Low WGD	0.075	20	20	MEDALT	16
815	Low WGD	0.075	20	20	MEDICC2	2
816	Low WGD	0.025	5	8	Euclidean NJ	2
817	Low WGD	0.025	5	8	Euclidean Min. Ev.	2
818	Low WGD	0.025	5	8	Manhattan NJ	0
819	Low WGD	0.025	5	8	Manhattan Min. Ev.	2
820	Low WGD	0.025	5	8	MEDALT	1
821	Low WGD	0.025	5	8	MEDICC2	2
822	Low WGD	0.1	20	1	Euclidean NJ	16
823	Low WGD	0.1	20	1	Euclidean Min. Ev.	12
824	Low WGD	0.1	20	1	Manhattan NJ	2
825	Low WGD	0.1	20	1	Manhattan Min. Ev.	12
826	Low WGD	0.1	20	1	MEDALT	17
827	Low WGD	0.1	20	1	MEDICC2	2
828	Low WGD	0.025	3	13	Euclidean NJ	0
829	Low WGD	0.025	3	13	Euclidean Min. Ev.	0
830	Low WGD	0.025	3	13	Manhattan NJ	0
831	Low WGD	0.025	3	13	Manhattan Min. Ev.	0
832	Low WGD	0.025	3	13	MEDALT	0
833	Low WGD	0.025	3	13	MEDICC2	0
834	High WGD	0.1	20	1	Euclidean NJ	6
835	High WGD	0.1	20	1	Euclidean Min. Ev.	4
836	High WGD	0.1	20	1	Manhattan NJ	6
837	High WGD	0.1	20	1	Manhattan Min. Ev.	4
838	High WGD	0.1	20	1	MEDALT	14
839	High WGD	0.1	20	1	MEDICC2	2
840	No WGD	0.01	20	16	Euclidean NJ	4
841	No WGD	0.01	20	16	Euclidean Min. Ev.	4
842	No WGD	0.01	20	16	Manhattan NJ	4
843	No WGD	0.01	20	16	Manhattan Min. Ev.	4
844	No WGD	0.01	20	16	MEDALT	14
845	No WGD	0.01	20	16	MEDICC2	4
846	No WGD	0.1	10	19	Euclidean NJ	2
847	No WGD	0.1	10	19	Euclidean Min. Ev.	2
848	No WGD	0.1	10	19	Manhattan NJ	0
849	No WGD	0.1	10	19	Manhattan Min. Ev.	2
850	No WGD	0.1	10	19	MEDALT	8
851	No WGD	0.1	10	19	MEDICC2	0
852	Low WGD	0.01	100	19	Euclidean NJ	60
853	Low WGD	0.01	100	19	Euclidean Min. Ev.	48
854	Low WGD	0.01	100	19	Manhattan NJ	36
855	Low WGD	0.01	100	19	Manhattan Min. Ev.	48
856	Low WGD	0.01	100	19	MEDALT	90
857	Low WGD	0.01	100	19	MEDICC2	26
858	No WGD	0.05	15	11	Euclidean NJ	4
859	No WGD	0.05	15	11	Euclidean Min. Ev.	4
860	No WGD	0.05	15	11	Manhattan NJ	2
861	No WGD	0.05	15	11	Manhattan Min. Ev.	4
862	No WGD	0.05	15	11	MEDALT	7
863	No WGD	0.05	15	11	MEDICC2	0
864	Low WGD	0.05	100	0	Euclidean NJ	48
865	Low WGD	0.05	100	0	Euclidean Min. Ev.	34
866	Low WGD	0.05	100	0	Manhattan NJ	36
867	Low WGD	0.05	100	0	Manhattan Min. Ev.	34
868	Low WGD	0.05	100	0	MEDALT	96
869	Low WGD	0.05	100	0	MEDICC2	20
870	Low WGD	0.01	3	21	Euclidean NJ	0
871	Low WGD	0.01	3	21	Euclidean Min. Ev.	0
872	Low WGD	0.01	3	21	Manhattan NJ	0
873	Low WGD	0.01	3	21	Manhattan Min. Ev.	0
874	Low WGD	0.01	3	21	MEDALT	0
875	Low WGD	0.01	3	21	MEDICC2	0
876	High WGD	0.075	15	4	Euclidean NJ	2
877	High WGD	0.075	15	4	Euclidean Min. Ev.	2
878	High WGD	0.075	15	4	Manhattan NJ	0
879	High WGD	0.075	15	4	Manhattan Min. Ev.	2
880	High WGD	0.075	15	4	MEDALT	11
881	High WGD	0.075	15	4	MEDICC2	0
882	Low WGD	0.01	100	13	Euclidean NJ	60
883	Low WGD	0.01	100	13	Euclidean Min. Ev.	64
884	Low WGD	0.01	100	13	Manhattan NJ	42
885	Low WGD	0.01	100	13	Manhattan Min. Ev.	64
886	Low WGD	0.01	100	13	MEDALT	86
887	Low WGD	0.01	100	13	MEDICC2	34
888	High WGD	0.075	5	13	Euclidean NJ	0
889	High WGD	0.075	5	13	Euclidean Min. Ev.	0
890	High WGD	0.075	5	13	Manhattan NJ	0
891	High WGD	0.075	5	13	Manhattan Min. Ev.	0
892	High WGD	0.075	5	13	MEDALT	2
893	High WGD	0.075	5	13	MEDICC2	0
894	Low WGD	0.025	100	9	Euclidean NJ	50
895	Low WGD	0.025	100	9	Euclidean Min. Ev.	40
896	Low WGD	0.025	100	9	Manhattan NJ	16
897	Low WGD	0.025	100	9	Manhattan Min. Ev.	40
898	Low WGD	0.025	100	9	MEDALT	83
899	Low WGD	0.025	100	9	MEDICC2	18
900	No WGD	0.05	3	7	Euclidean NJ	0
901	No WGD	0.05	3	7	Euclidean Min. Ev.	0
902	No WGD	0.05	3	7	Manhattan NJ	0
903	No WGD	0.05	3	7	Manhattan Min. Ev.	0
904	No WGD	0.05	3	7	MEDALT	1
905	No WGD	0.05	3	7	MEDICC2	0
906	Low WGD	0.05	50	11	Euclidean NJ	12
907	Low WGD	0.05	50	11	Euclidean Min. Ev.	12
908	Low WGD	0.05	50	11	Manhattan NJ	14
909	Low WGD	0.05	50	11	Manhattan Min. Ev.	12
910	Low WGD	0.05	50	11	MEDALT	44
911	Low WGD	0.05	50	11	MEDICC2	14
912	High WGD	0.075	15	21	Euclidean NJ	4
913	High WGD	0.075	15	21	Euclidean Min. Ev.	4
914	High WGD	0.075	15	21	Manhattan NJ	0
915	High WGD	0.075	15	21	Manhattan Min. Ev.	4
916	High WGD	0.075	15	21	MEDALT	11
917	High WGD	0.075	15	21	MEDICC2	0
918	Low WGD	0.075	5	16	Euclidean NJ	2
919	Low WGD	0.075	5	16	Euclidean Min. Ev.	2
920	Low WGD	0.075	5	16	Manhattan NJ	0
921	Low WGD	0.075	5	16	Manhattan Min. Ev.	2
922	Low WGD	0.075	5	16	MEDALT	3
923	Low WGD	0.075	5	16	MEDICC2	0
924	High WGD	0.025	10	14	Euclidean NJ	2
925	High WGD	0.025	10	14	Euclidean Min. Ev.	4
926	High WGD	0.025	10	14	Manhattan NJ	4
927	High WGD	0.025	10	14	Manhattan Min. Ev.	4
928	High WGD	0.025	10	14	MEDALT	5
929	High WGD	0.025	10	14	MEDICC2	0
930	Low WGD	0.05	500	13	Euclidean NJ	368
931	Low WGD	0.05	500	13	Euclidean Min. Ev.	278
932	Low WGD	0.05	500	13	Manhattan NJ	264
933	Low WGD	0.05	500	13	Manhattan Min. Ev.	278
934	Low WGD	0.05	500	13	MEDALT	454
935	Low WGD	0.05	500	13	MEDICC2	248
936	Low WGD	0.025	15	16	Euclidean NJ	2
937	Low WGD	0.025	15	16	Euclidean Min. Ev.	4
938	Low WGD	0.025	15	16	Manhattan NJ	2
939	Low WGD	0.025	15	16	Manhattan Min. Ev.	4
940	Low WGD	0.025	15	16	MEDALT	8
941	Low WGD	0.025	15	16	MEDICC2	0
942	No WGD	0.1	20	15	Euclidean NJ	4
943	No WGD	0.1	20	15	Euclidean Min. Ev.	4
944	No WGD	0.1	20	15	Manhattan NJ	2
945	No WGD	0.1	20	15	Manhattan Min. Ev.	4
946	No WGD	0.1	20	15	MEDALT	16
947	No WGD	0.1	20	15	MEDICC2	2
948	No WGD	0.01	10	14	Euclidean NJ	8
949	No WGD	0.01	10	14	Euclidean Min. Ev.	6
950	No WGD	0.01	10	14	Manhattan NJ	8
951	No WGD	0.01	10	14	Manhattan Min. Ev.	6
952	No WGD	0.01	10	14	MEDALT	7
953	No WGD	0.01	10	14	MEDICC2	4
954	No WGD	0.01	10	1	Euclidean NJ	0
955	No WGD	0.01	10	1	Euclidean Min. Ev.	2
956	No WGD	0.01	10	1	Manhattan NJ	0
957	No WGD	0.01	10	1	Manhattan Min. Ev.	2
958	No WGD	0.01	10	1	MEDALT	4
959	No WGD	0.01	10	1	MEDICC2	0
960	Low WGD	0.05	5	16	Euclidean NJ	0
961	Low WGD	0.05	5	16	Euclidean Min. Ev.	0
962	Low WGD	0.05	5	16	Manhattan NJ	0
963	Low WGD	0.05	5	16	Manhattan Min. Ev.	0
964	Low WGD	0.05	5	16	MEDALT	3
965	Low WGD	0.05	5	16	MEDICC2	0
966	Low WGD	0.025	100	0	Euclidean NJ	50
967	Low WGD	0.025	100	0	Euclidean Min. Ev.	38
968	Low WGD	0.025	100	0	Manhattan NJ	24
969	Low WGD	0.025	100	0	Manhattan Min. Ev.	38
970	Low WGD	0.025	100	0	MEDALT	82
971	Low WGD	0.025	100	0	MEDICC2	22
972	Low WGD	0.05	20	22	Euclidean NJ	4
973	Low WGD	0.05	20	22	Euclidean Min. Ev.	4
974	Low WGD	0.05	20	22	Manhattan NJ	0
975	Low WGD	0.05	20	22	Manhattan Min. Ev.	4
976	Low WGD	0.05	20	22	MEDALT	18
977	Low WGD	0.05	20	22	MEDICC2	2
978	No WGD	0.01	15	10	Euclidean NJ	6
979	No WGD	0.01	15	10	Euclidean Min. Ev.	8
980	No WGD	0.01	15	10	Manhattan NJ	6
981	No WGD	0.01	15	10	Manhattan Min. Ev.	8
982	No WGD	0.01	15	10	MEDALT	10
983	No WGD	0.01	15	10	MEDICC2	4
984	Low WGD	0.01	250	24	Euclidean NJ	156
985	Low WGD	0.01	250	24	Euclidean Min. Ev.	128
986	Low WGD	0.01	250	24	Manhattan NJ	134
987	Low WGD	0.01	250	24	Manhattan Min. Ev.	128
988	Low WGD	0.01	250	24	MEDALT	217
989	Low WGD	0.01	250	24	MEDICC2	88
990	High WGD	0.025	15	22	Euclidean NJ	0
991	High WGD	0.025	15	22	Euclidean Min. Ev.	0
992	High WGD	0.025	15	22	Manhattan NJ	0
993	High WGD	0.025	15	22	Manhattan Min. Ev.	0
994	High WGD	0.025	15	22	MEDALT	9
995	High WGD	0.025	15	22	MEDICC2	0
996	No WGD	0.1	5	20	Euclidean NJ	2
997	No WGD	0.1	5	20	Euclidean Min. Ev.	0
998	No WGD	0.1	5	20	Manhattan NJ	0
999	No WGD	0.1	5	20	Manhattan Min. Ev.	0
1000	No WGD	0.1	5	20	MEDALT	3
1001	No WGD	0.1	5	20	MEDICC2	0
1002	Low WGD	0.05	10	8	Euclidean NJ	0
1003	Low WGD	0.05	10	8	Euclidean Min. Ev.	0
1004	Low WGD	0.05	10	8	Manhattan NJ	0
1005	Low WGD	0.05	10	8	Manhattan Min. Ev.	0
1006	Low WGD	0.05	10	8	MEDALT	8
1007	Low WGD	0.05	10	8	MEDICC2	2
1008	High WGD	0.075	5	14	Euclidean NJ	0
1009	High WGD	0.075	5	14	Euclidean Min. Ev.	0
1010	High WGD	0.075	5	14	Manhattan NJ	0
1011	High WGD	0.075	5	14	Manhattan Min. Ev.	0
1012	High WGD	0.075	5	14	MEDALT	3
1013	High WGD	0.075	5	14	MEDICC2	0
1014	Low WGD	0.025	250	17	Euclidean NJ	170
1015	Low WGD	0.025	250	17	Euclidean Min. Ev.	122
1016	Low WGD	0.025	250	17	Manhattan NJ	106
1017	Low WGD	0.025	250	17	Manhattan Min. Ev.	122
1018	Low WGD	0.025	250	17	MEDALT	210
1019	Low WGD	0.025	250	17	MEDICC2	108
1020	No WGD	0.01	20	9	Euclidean NJ	6
1021	No WGD	0.01	20	9	Euclidean Min. Ev.	6
1022	No WGD	0.01	20	9	Manhattan NJ	6
1023	No WGD	0.01	20	9	Manhattan Min. Ev.	6
1024	No WGD	0.01	20	9	MEDALT	14
1025	No WGD	0.01	20	9	MEDICC2	6
1026	Low WGD	0.1	3	15	Euclidean NJ	0
1027	Low WGD	0.1	3	15	Euclidean Min. Ev.	0
1028	Low WGD	0.1	3	15	Manhattan NJ	0
1029	Low WGD	0.1	3	15	Manhattan Min. Ev.	0
1030	Low WGD	0.1	3	15	MEDALT	1
1031	Low WGD	0.1	3	15	MEDICC2	0
